relativehumidity,dewpoint,temp,precipitation,cloudcover,et0,windspeed,winddirection,soil_temp,weather
36.66666667,15.84166667,33.56666667,0.0,15.58333333,0.4775,15.41666667,182.4166667,34.83333333,Sun
29.5,13.46666667,33.66666667,0.0,2.666666667,0.5175,15.39166667,191.8333333,35.575,Sun
41.16666667,18.63333333,36.41666667,0.0,23.08333333,0.3625,7.408333333,158.4166667,35.55833333,Sun
45.83333333,19.84166667,36.5,0.0,25.41666667,0.3925,8.266666667,176.5,35.88333333,Sun
44.0,20.0,37.39166667,0.0,28.83333333,0.375,7.583333333,173.0833333,36.55833333,Rain
61.91666667,21.99166667,35.24166667,0.308333333,45.25,0.323333333,6.425,159.6666667,34.80833333,Rain
62.41666667,22.85833333,36.05,0.166666667,34.91666667,0.308333333,6.458333333,177.25,33.40833333,Sun
62.66666667,23.08333333,36.44166667,0.175,33.58333333,0.319166667,6.425,166.0,33.625,Rain
71.66666667,23.65833333,34.84166667,0.908333333,30.25,0.27,5.241666667,142.25,31.88333333,Sun
70.33333333,23.43333333,34.26666667,0.075,45.75,0.301666667,9.608333333,175.75,31.9,Sun
64.5,23.075,34.84166667,0.025,32.16666667,0.3475,12.5,183.75,32.45833333,Sun
63.0,22.99166667,35.275,0.033333333,24.16666667,0.3575,12.16666667,177.0,32.84166667,Sun
64.5,23.10833333,34.81666667,0.125,45.91666667,0.315,11.575,180.5833333,32.45833333,Rain
66.66666667,22.66666667,34.45833333,0.283333333,32.16666667,0.300833333,7.525,141.1666667,32.15833333,Rain
61.16666667,21.3,33.98333333,0.016666667,71.58333333,0.301666667,5.491666667,86.0,31.7,Sun
68.91666667,22.75833333,33.95833333,0.216666667,52.75,0.2675,6.175,179.4166667,31.475,Rain
69.41666667,23.3,35.00833333,0.316666667,42.58333333,0.296666667,5.983333333,193.8333333,32.29166667,Sun
60.75,22.91666667,36.525,0.041666667,27.66666667,0.3475,7.4,185.4166667,33.14166667,Rain
64.33333333,23.30833333,36.40833333,0.141666667,42.66666667,0.328333333,7.208333333,173.6666667,33.39166667,Sun
63.66666667,23.36666667,36.4,0.058333333,46.83333333,0.335,7.975,165.0833333,33.24166667,Sun
56.33333333,22.41666667,37.24166667,0.016666667,24.58333333,0.376666667,7.375,182.9166667,34.10833333,Sun
51.25,21.15,36.55833333,0.016666667,20.16666667,0.393333333,9.433333333,180.6666667,34.575,Rain
55.5,22.175,37.275,0.15,30.08333333,0.368333333,7.733333333,190.25,34.80833333,Sun
53.66666667,22.34166667,37.69166667,0.016666667,24.91666667,0.363333333,8.566666667,178.9166667,35.01666667,Rain
54.66666667,22.48333333,37.61666667,0.133333333,23.0,0.390833333,9.741666667,192.75,35.26666667,Sun
48.33333333,21.74166667,38.725,0.0,19.08333333,0.411666667,9.2,190.9166667,36.23333333,Sun
46.5,21.325,39.0,0.016666667,15.58333333,0.41,7.525,193.4166667,36.90833333,Sun
60.16666667,22.71666667,36.4,0.091666667,40.25,0.285833333,5.308333333,177.1666667,34.5,Rain
77.83333333,23.78333333,33.71666667,0.675,68.25,0.188333333,2.191666667,238.0833333,31.15,Rain
74.41666667,23.8,34.55833333,0.391666667,52.58333333,0.2325,3.583333333,191.25,30.89166667,Sun
70.75,23.36666667,34.88333333,0.091666667,45.16666667,0.291666667,4.275,133.0833333,31.09166667,Sun
75.83333333,24.13333333,34.46666667,0.091666667,48.5,0.23,5.266666667,173.1666667,31.03333333,Rain
72.25,24.275,35.53333333,0.141666667,48.83333333,0.268333333,7.0,190.4166667,31.58333333,Sun
73.33333333,24.2,35.375,0.125,42.25,0.236666667,5.225,191.25,31.46666667,Rain
72.91666667,23.88333333,34.8,0.258333333,55.83333333,0.221666667,4.608333333,165.0833333,30.98333333,Rain
77.58333333,24.24166667,33.80833333,0.166666667,66.58333333,0.264166667,9.416666667,182.3333333,30.75,Sun
70.25,23.43333333,34.54166667,0.175,43.16666667,0.321666667,9.775,196.0833333,31.43333333,Rain
76.16666667,23.95,33.71666667,0.316666667,59.91666667,0.271666667,9.191666667,174.3333333,30.68333333,Sun
80.75,23.9,32.14166667,0.208333333,65.83333333,0.195,10.08333333,167.1666667,29.53333333,Rain
78.83333333,23.85833333,32.51666667,0.733333333,57.41666667,0.258333333,12.15833333,162.4166667,30.01666667,Rain
77.58333333,24.025,33.25,0.375,63.91666667,0.270833333,11.18333333,161.25,30.16666667,Rain
77.58333333,23.725,32.525,0.366666667,60.25,0.229166667,11.45,163.5833333,29.49166667,Sun
73.66666667,23.74166667,34.18333333,0.058333333,38.75,0.304166667,8.466666667,180.5,30.58333333,Sun
71.5,24.1,35.39166667,0.066666667,50.0,0.331666667,9.458333333,189.0,31.375,Sun
68.91666667,24.41666667,36.575,0.075,22.41666667,0.3375,8.758333333,204.9166667,32.08333333,Sun
60.66666667,22.75,36.6,0.0,4.166666667,0.380833333,7.441666667,221.4166667,32.76666667,Sun
59.66666667,23.2,37.575,0.0,24.75,0.379166667,7.725,206.1666667,33.55833333,Sun
59.16666667,23.31666667,37.76666667,0.025,38.58333333,0.384166667,8.825,176.8333333,33.95833333,Rain
68.58333333,23.95833333,36.01666667,0.258333333,43.0,0.296666667,6.741666667,172.3333333,32.475,Sun
68.91666667,23.8,35.725,0.083333333,38.75,0.325,7.875,182.1666667,32.81666667,Sun
61.16666667,23.40833333,37.025,0.016666667,31.08333333,0.3675,9.65,192.4166667,33.63333333,Sun
52.58333333,22.25,38.125,0.0,30.83333333,0.410833333,8.583333333,217.0833333,34.80833333,Rain
64.5,23.49166667,36.15,0.6,56.66666667,0.315833333,9.916666667,203.8333333,33.85833333,Rain
79.16666667,24.825,35.0,1.283333333,81.83333333,0.248333333,7.058333333,186.0,31.525,Rain
79.83333333,24.1,32.73333333,0.158333333,75.83333333,0.218333333,10.20833333,170.0833333,29.85833333,Rain
83.16666667,23.925,31.91666667,0.916666667,90.16666667,0.200833333,8.658333333,160.5833333,29.275,Rain
77.5,23.825,33.075,0.091666667,62.91666667,0.273333333,10.15833333,196.9166667,29.88333333,Rain
84.91666667,24.41666667,31.80833333,0.416666667,86.33333333,0.203333333,12.475,168.5,28.96666667,Sun
83.83333333,23.85833333,30.98333333,0.266666667,91.41666667,0.215833333,13.59166667,173.8333333,28.75,Rain
85.75,24.125,30.86666667,0.441666667,81.08333333,0.19,14.55,173.5833333,28.53333333,Sun
82.83333333,23.81666667,31.3,0.358333333,82.5,0.209166667,12.28333333,181.25,28.75833333,Sun
83.83333333,24.41666667,32.11666667,0.291666667,72.5,0.213333333,11.88333333,182.75,28.76666667,Rain
80.58333333,24.29166667,32.65833333,0.508333333,73.41666667,0.240833333,12.70833333,178.1666667,29.31666667,Rain
83.58333333,24.39166667,32.525,1.25,79.16666667,0.226666667,11.29166667,180.9166667,29.15833333,Rain
83.58333333,24.225,32.0,0.85,73.75,0.198333333,11.775,178.3333333,28.65,Rain
83.33333333,24.20833333,32.36666667,0.775,52.5,0.233333333,9.575,177.5,29.1,Rain
76.5,24.31666667,34.45,0.183333333,60.16666667,0.303333333,9.133333333,190.6666667,30.13333333,Sun
76.33333333,24.7,35.16666667,0.091666667,37.83333333,0.31,8.933333333,182.8333333,30.575,Sun
75.33333333,24.2,34.475,0.008333333,53.5,0.293333333,8.416666667,190.0833333,30.425,Rain
76.91666667,24.10833333,34.0,0.491666667,62.41666667,0.276666667,8.275,172.3333333,30.11666667,Rain
79.0,24.025,33.45,0.483333333,38.58333333,0.27,8.408333333,177.25,29.74166667,Rain
76.41666667,24.10833333,34.34166667,0.6,49.66666667,0.313333333,8.525,189.25,30.44166667,Rain
75.75,24.025,34.075,0.5,61.66666667,0.295833333,9.308333333,211.5,30.25,Sun
79.5,24.34166667,33.64166667,0.116666667,48.75,0.276666667,10.0,206.0,29.95,Rain
77.91666667,24.14166667,34.2,0.666666667,41.33333333,0.315833333,8.041666667,225.25,30.38333333,Sun
72.25,23.94166667,35.3,0.058333333,29.66666667,0.316666667,6.675,234.75,30.78333333,Rain
75.41666667,24.33333333,35.1,0.258333333,46.91666667,0.319166667,7.733333333,190.9166667,31.04166667,Rain
80.0,24.375,33.45,0.641666667,53.33333333,0.240833333,9.875,173.4166667,29.89166667,Rain
82.83333333,24.11666667,32.23333333,0.725,80.33333333,0.226666667,9.808333333,181.5833333,29.425,Rain
77.58333333,24.15,33.94166667,0.675,42.66666667,0.288333333,9.216666667,195.75,30.00833333,Rain
81.66666667,24.175,32.49166667,1.141666667,70.41666667,0.216666667,9.941666667,200.25,29.05,Rain
78.91666667,24.175,33.075,0.241666667,60.83333333,0.2875,12.15833333,202.0833333,29.64166667,Sun
80.08333333,24.09166667,32.73333333,0.225,63.33333333,0.259166667,11.14166667,205.8333333,29.55,Rain
86.66666667,24.3,31.48333333,1.0,98.25,0.175833333,10.10833333,188.4166667,28.325,Sun
78.08333333,23.625,32.10833333,0.191666667,95.58333333,0.196666667,10.74166667,215.5833333,28.39166667,Rain
82.58333333,24.35833333,32.675,1.208333333,74.0,0.2425,10.375,185.8333333,29.01666667,Sun
79.91666667,23.89166667,32.16666667,0.141666667,79.66666667,0.195,11.075,219.6666667,28.53333333,Rain
82.58333333,24.41666667,32.58333333,0.716666667,88.08333333,0.225,11.16666667,212.3333333,28.95833333,Sun
84.08333333,23.55833333,30.60833333,0.066666667,94.66666667,0.12,11.69166667,189.25,27.23333333,Sun
78.08333333,23.775,32.60833333,0.116666667,62.16666667,0.269166667,11.675,209.25,29.14166667,Rain
84.91666667,24.26666667,31.825,1.375,76.83333333,0.233333333,12.73333333,195.4166667,28.925,Rain
87.25,24.05,30.725,0.941666667,85.25,0.138333333,11.9,197.5833333,27.51666667,Rain
89.83333333,24.16666667,30.16666667,0.933333333,92.91666667,0.118333333,13.625,211.1666667,26.86666667,Rain
86.66666667,24.18333333,30.79166667,0.808333333,89.16666667,0.148333333,13.725,212.0,26.875,Sun
86.75,23.875,30.1,0.491666667,93.08333333,0.129166667,15.125,214.3333333,26.66666667,Rain
89.5,23.71666667,29.24166667,0.758333333,92.66666667,0.103333333,15.40833333,202.5,26.04166667,Rain
89.66666667,24.23333333,30.06666667,1.491666667,91.58333333,0.1225,15.45,209.9166667,26.40833333,Rain
90.25,24.625,31.24166667,0.5,81.16666667,0.123333333,10.9,211.75,26.675,Rain
94.0,24.31666667,30.06666667,0.683333333,92.41666667,0.091666667,10.78333333,200.9166667,26.16666667,Rain
87.41666667,24.55,32.0,0.983333333,79.0,0.205833333,9.708333333,215.6666667,27.80833333,Rain
83.91666667,24.99166667,33.78333333,1.008333333,72.91666667,0.24,8.641666667,214.0,28.83333333,Rain
82.91666667,24.24166667,32.33333333,0.525,79.75,0.206666667,9.491666667,213.6666667,28.34166667,Rain
83.5,24.51666667,32.35,0.725,75.08333333,0.224166667,12.69166667,223.8333333,28.675,Sun
85.41666667,24.28333333,31.65,0.291666667,69.0,0.18,11.14166667,205.3333333,28.025,Rain
85.33333333,24.48333333,32.125,1.383333333,68.16666667,0.205,11.00833333,196.3333333,28.2,Rain
85.66666667,24.68333333,32.29166667,0.75,75.83333333,0.2075,11.475,181.0,28.30833333,Rain
86.0,24.2,31.39166667,0.95,89.5,0.200833333,12.275,181.25,28.15,Rain
88.91666667,24.25833333,31.05833333,1.35,83.5,0.1825,10.26666667,186.6666667,27.50833333,Rain
82.75,24.23333333,32.46666667,0.358333333,52.5,0.2375,9.516666667,204.0833333,28.325,Sun
79.91666667,24.09166667,33.05,0.241666667,57.33333333,0.274166667,10.275,214.3333333,29.08333333,Sun
80.25,23.875,32.55,0.208333333,75.75,0.2675,10.75,204.9166667,28.96666667,Rain
80.5,24.2,32.79166667,0.433333333,63.33333333,0.280833333,11.925,203.25,29.10833333,Rain
85.33333333,24.13333333,31.15,0.941666667,73.75,0.1975,13.13333333,188.1666667,28.16666667,Rain
87.33333333,24.39166667,31.225,1.716666667,76.5,0.1825,13.19166667,185.5833333,27.91666667,Rain
85.08333333,23.975,31.075,0.65,75.33333333,0.1875,12.15,179.5,27.99166667,Rain
83.66666667,24.1,32.01666667,1.533333333,74.58333333,0.215,9.733333333,186.0833333,28.53333333,Sun
85.08333333,24.675,32.95,0.266666667,62.25,0.185,6.808333333,237.0833333,28.09166667,Rain
81.25,24.125,33.53333333,0.791666667,54.66666667,0.291666667,6.833333333,234.0833333,29.18333333,Rain
83.08333333,24.65833333,33.775,0.591666667,62.75,0.241666667,7.175,224.0833333,28.9,Sun
83.58333333,23.925,31.5,0.375,84.58333333,0.201666667,11.5,215.9166667,28.24166667,Rain
85.41666667,24.18333333,31.60833333,1.075,68.5,0.2075,10.70833333,203.9166667,28.05,Sun
82.25,24.15,32.50833333,0.266666667,70.0,0.223333333,9.316666667,216.6666667,28.51666667,Rain
81.58333333,24.16666667,32.65,0.391666667,69.91666667,0.255833333,10.45,219.0,29.0,Rain
85.0,24.45,32.525,1.15,75.41666667,0.225833333,8.875,195.0833333,28.7,Rain
83.16666667,24.425,32.93333333,0.583333333,60.75,0.2525,9.45,191.8333333,28.80833333,Rain
82.91666667,23.875,32.28333333,0.191666667,64.0,0.1975,6.575,183.3333333,27.94166667,Sun
76.08333333,23.88333333,34.09166667,0.066666667,58.08333333,0.326666667,8.283333333,217.0833333,29.65833333,Rain
79.5,23.9,32.76666667,0.533333333,65.0,0.264166667,9.375,183.0833333,29.225,Rain
81.25,24.11666667,33.33333333,0.791666667,62.66666667,0.260833333,7.158333333,187.5833333,29.05833333,Sun
80.33333333,23.83333333,32.475,0.141666667,57.25,0.225833333,7.775,172.6666667,28.68333333,Rain
81.75,24.16666667,33.35833333,0.683333333,55.91666667,0.255833333,4.775,195.6666667,29.05833333,Sun
79.91666667,24.35833333,33.725,0.183333333,60.25,0.233333333,7.116666667,200.0833333,29.06666667,Rain
79.5,24.09166667,33.68333333,0.408333333,40.0,0.269166667,6.683333333,187.5,29.48333333,Sun
80.58333333,24.44166667,33.91666667,0.191666667,61.83333333,0.215833333,4.483333333,174.0833333,29.20833333,Sun
81.5,24.675,34.3,0.308333333,56.33333333,0.235,4.291666667,268.5833333,29.18333333,Rain
84.58333333,24.35833333,32.86666667,1.316666667,80.0,0.175,4.5,209.0833333,28.48333333,Rain
81.08333333,24.6,34.11666667,0.433333333,66.91666667,0.249166667,5.25,261.25,29.3,Sun
82.0,24.31666667,33.14166667,0.208333333,74.83333333,0.2275,7.008333333,210.75,28.99166667,Rain
84.0,24.125,32.01666667,0.925,75.83333333,0.213333333,9.65,221.5833333,28.4,Rain
86.5,24.275,31.325,1.808333333,78.25,0.195833333,12.64166667,218.5833333,27.9,Rain
85.83333333,24.03333333,31.14166667,1.358333333,94.5,0.175833333,11.50833333,207.0,27.525,Rain
91.08333333,24.60833333,31.15,0.758333333,91.41666667,0.12,10.08333333,208.25,26.975,Rain
85.91666667,24.06666667,31.54166667,0.933333333,85.5,0.168333333,8.6,199.9166667,27.48333333,Rain
85.5,24.10833333,31.475,0.7,71.83333333,0.1875,11.175,225.75,27.45,Rain
87.08333333,24.4,31.68333333,1.183333333,90.91666667,0.1625,9.8,228.0,27.525,Sun
88.91666667,24.475,31.43333333,0.375,99.66666667,0.095,9.441666667,229.9166667,26.65833333,Rain
93.66666667,24.55833333,30.49166667,0.833333333,75.16666667,0.069166667,10.625,194.1666667,26.00833333,Rain
87.41666667,24.2,30.96666667,1.533333333,88.5,0.1675,12.14166667,196.0833333,27.18333333,Rain
87.75,24.325,31.26666667,0.558333333,81.83333333,0.168333333,11.09166667,195.25,27.325,Rain
84.91666667,24.30833333,31.95833333,0.683333333,81.25,0.196666667,10.28333333,225.0833333,27.88333333,Rain
85.83333333,24.11666667,31.46666667,0.516666667,90.33333333,0.154166667,9.675,228.25,27.26666667,Rain
86.08333333,23.825,30.70833333,0.366666667,91.75,0.114166667,11.025,232.0833333,26.58333333,Sun
84.66666667,23.5,30.39166667,0.141666667,86.33333333,0.140833333,11.74166667,206.1666667,26.79166667,Rain
91.08333333,23.775,29.90833333,8.783333333,96.75,0.073333333,9.241666667,191.6666667,25.75,Rain
87.66666667,23.74166667,30.39166667,1.266666667,94.66666667,0.166666667,11.30833333,190.0833333,26.925,Rain
87.58333333,24.025,31.18333333,2.558333333,66.25,0.1925,9.35,184.1666667,27.60833333,Rain
84.75,24.08333333,32.2,0.991666667,72.0,0.215833333,7.491666667,201.0,27.95,Rain
82.91666667,24.25833333,32.75833333,1.208333333,70.33333333,0.236666667,9.35,209.25,28.425,Rain
82.83333333,24.11666667,32.61666667,0.841666667,61.66666667,0.2475,9.425,212.5833333,28.575,Rain
85.16666667,24.025,31.70833333,1.058333333,71.5,0.213333333,9.766666667,209.8333333,28.10833333,Rain
84.16666667,23.45833333,30.61666667,0.983333333,74.75,0.174166667,10.5,212.6666667,27.29166667,Rain
85.0,23.65,31.04166667,0.358333333,57.25,0.194166667,9.641666667,199.4166667,27.475,Rain
87.91666667,24.18333333,31.61666667,0.766666667,76.83333333,0.185,7.266666667,204.0,27.28333333,Rain
83.5,24.05,32.575,1.383333333,68.25,0.2325,6.816666667,207.1666667,28.075,Rain
88.75,24.25833333,31.95,0.816666667,80.83333333,0.158333333,4.225,249.8333333,27.43333333,Rain
92.41666667,23.58333333,29.95833333,4.425,100.0,0.066666667,5.333333333,286.4166667,25.83333333,Rain
95.16666667,23.75833333,29.09166667,1.433333333,100.0,0.066666667,9.816666667,323.1666667,25.41666667,Rain
85.75,23.675,31.70833333,1.633333333,78.83333333,0.186666667,4.308333333,199.0,26.85,Rain
85.0,23.775,31.65,1.116666667,94.83333333,0.166666667,6.075,73.83333333,27.2,Rain
87.41666667,23.79166667,31.38333333,3.35,100.0,0.173333333,5.125,192.8333333,27.05,Rain
91.75,23.55,29.36666667,1.925,99.41666667,0.084166667,10.21666667,183.5833333,25.7,Rain
86.83333333,23.30833333,29.65833333,0.425,83.5,0.135,11.775,169.9166667,26.29166667,Rain
82.0,23.35,31.3,0.358333333,55.66666667,0.245,10.375,190.5833333,27.61666667,Sun
74.16666667,23.09166667,33.25,0.05,39.58333333,0.281666667,7.108333333,207.0833333,28.625,Sun
75.75,23.91666667,34.525,0.033333333,48.75,0.2825,5.3,202.0833333,29.2,Rain
78.58333333,23.75833333,33.175,0.333333333,55.33333333,0.2225,6.266666667,209.4166667,28.71666667,Rain
81.08333333,23.79166667,32.49166667,1.108333333,78.33333333,0.221666667,6.658333333,215.0833333,28.275,Rain
85.33333333,23.73333333,31.46666667,1.2,81.25,0.179166667,6.741666667,205.3333333,27.65,Rain
